primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,duration
barswa,[],"['call', 'flight call']",46.4605,6.3914,Hirundo rustica,Barn Swallow,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/113914,barswa/XC113914.ogg,57.0775625
barswa,[],['song'],35.0307,-120.6205,Hirundo rustica,Barn Swallow,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/129647,barswa/XC129647.ogg,106.728
barswa,[],['song'],45.3675,-73.8566,Hirundo rustica,Barn Swallow,Patrick Turgeon,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/132406,barswa/XC132406.ogg,10.7885625
barswa,[],"['call', 'female', 'male', 'song']",56.1559,47.4939,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/133096,barswa/XC133096.ogg,11.57225
barswa,[],['song'],55.9937,-3.5605,Hirundo rustica,Barn Swallow,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/133802,barswa/XC133802.ogg,15.490625
barswa,[],['song'],51.4226,23.1201,Hirundo rustica,Barn Swallow,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/134349,barswa/XC134349.ogg,104.4375625
barswa,[],"['call', 'song']",35.062,-85.166,Hirundo rustica,Barn Swallow,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/135474,barswa/XC135474.ogg,13.27021875
barswa,[],['flight call'],41.5811,1.8017,Hirundo rustica,Barn Swallow,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/139171,barswa/XC139171.ogg,5.04
barswa,[],"['call', 'song']",30.0801,-99.5027,Hirundo rustica,Barn Swallow,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/141346,barswa/XC141346.ogg,24.50284375
barswa,[],['song'],46.154,-72.7455,Hirundo rustica,Barn Swallow,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/141678,barswa/XC141678.ogg,145.3191875
barswa,[],['alarm call'],51.0383,3.9184,Hirundo rustica,Barn Swallow,Erik Roels,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/142633,barswa/XC142633.ogg,44.95675
barswa,[],"['begging call', 'call', 'song']",51.0383,3.9184,Hirundo rustica,Barn Swallow,Erik Roels,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/142794,barswa/XC142794.ogg,71.758375
barswa,[],"['call', 'juvenile']",56.0561,46.6335,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/144039,barswa/XC144039.ogg,67.3175625
barswa,[],['flight call'],41.2004,-73.8799,Hirundo rustica,Barn Swallow,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,1.0,https://www.xeno-canto.org/144361,barswa/XC144361.ogg,7.0269375
barswa,[],['call'],55.6539,47.1405,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.0,https://www.xeno-canto.org/145761,barswa/XC145761.ogg,29.59675
barswa,[],['alarm call'],50.738,9.6649,Hirundo rustica,Barn Swallow,Matthias Hemprich,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/146746,barswa/XC146746.ogg,21.1591875
barswa,[],['Begging calls'],53.061,11.457,Hirundo rustica,Barn Swallow,Volker Arnold,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/147199,barswa/XC147199.ogg,206.106125
barswa,[],['song'],39.8483,-5.6788,Hirundo rustica,Barn Swallow,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/148900,barswa/XC148900.ogg,32.5224375
barswa,[],['flight call'],,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,1.0,https://www.xeno-canto.org/169360,barswa/XC169360.ogg,12.016
barswa,[],"['flight call', 'male']",,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/171221,barswa/XC171221.ogg,18.703
barswa,[],"['call', 'male', 'song']",37.4261,-5.9853,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/171237,barswa/XC171237.ogg,30.72
barswa,[],"['flight call', 'male', 'song']",,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/171624,barswa/XC171624.ogg,17.345
barswa,[],['flight call'],,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/176091,barswa/XC176091.ogg,7.209
barswa,[],['song'],,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/176095,barswa/XC176095.ogg,49.214
barswa,[],"['male', 'song']",,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/176097,barswa/XC176097.ogg,52.009
barswa,[],['song'],60.3464,11.6468,Hirundo rustica,Barn Swallow,Elias A. Ryberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/177243,barswa/XC177243.ogg,68.856
barswa,[],"['call', 'male']",37.4868,-5.9435,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/178328,barswa/XC178328.ogg,221.28325
barswa,[],['flight call'],,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/179260,barswa/XC179260.ogg,7.627
barswa,[],"['call', 'female', 'male']",37.2384,-6.1295,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/179356,barswa/XC179356.ogg,36.048
barswa,[],"['call', 'flight call']",48.3447,10.9154,Hirundo rustica,Barn Swallow,Buhl Johannes,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/182025,barswa/XC182025.ogg,21.192
barswa,[],['call'],40.9663,68.7289,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/183794,barswa/XC183794.ogg,11.20653125
barswa,[],"['call', 'flight call', 'song']",46.0192,61.846,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/184414,barswa/XC184414.ogg,57.26040625
barswa,[],"['call', 'song']",46.0192,61.846,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/184418,barswa/XC184418.ogg,60.47346875
barswa,[],['flight call'],39.1382,66.8735,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/185479,barswa/XC185479.ogg,10.24
barswa,[],['song in flight'],49.0715,-106.5309,Hirundo rustica,Barn Swallow,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/186847,barswa/XC186847.ogg,6.73959375
barswa,[],['song'],38.0707,-122.8246,Hirundo rustica,Barn Swallow,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/187314,barswa/XC187314.ogg,56.9469375
barswa,[],['song'],36.638,30.4419,Hirundo rustica,Barn Swallow,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/187796,barswa/XC187796.ogg,85.6555
barswa,[],"['alarm call', 'flight call']",53.2364,21.4666,Hirundo rustica,Barn Swallow,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/188601,barswa/XC188601.ogg,11.196
barswa,[],['flight call'],55.0759,47.7804,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/190143,barswa/XC190143.ogg,9.6130625
barswa,[],['call'],,,Hirundo rustica,Barn Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/191024,barswa/XC191024.ogg,16.104
barswa,[],"['juvenile', 'song']",,,Hirundo rustica,Barn Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/191025,barswa/XC191025.ogg,8.568
barswa,[],['song'],54.4943,-6.3824,Hirundo rustica,Barn Swallow,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/191394,barswa/XC191394.ogg,31.16409375
barswa,[],"['call', 'juvenile']",,,Hirundo rustica,Barn Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/192547,barswa/XC192547.ogg,22.8
barswa,[],"['call', 'juvenile']",,,Hirundo rustica,Barn Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/192549,barswa/XC192549.ogg,9.408
barswa,[],"['call', 'flight call']",,,Hirundo rustica,Barn Swallow,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/192658,barswa/XC192658.ogg,68.3363125
barswa,[],['flight call'],43.1905,40.385,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/193495,barswa/XC193495.ogg,39.68
